Mach,Altitude_m_AGL,Cd
0.06,60.96,0.541005052449751
0.07,60.96,0.5397592037929237
0.08,60.96,0.5384125496848866
0.09,60.96,0.5370599780335008
0.1,60.96,0.5357453915292616
0.11,60.96,0.534488691337399
0.12,60.96,0.5332979339874006
0.13,60.96,0.532175162974952
0.14,60.96,0.5311194472681405
0.15,60.96,0.5301283012504845
0.16,60.96,0.5291986262567964
0.17,60.96,0.5283270581584304
0.18,60.96,0.5275103120838166
0.19,60.96,0.5267452148852146
0.2,60.96,0.5260287882154071
0.21,60.96,0.52535832014554
0.22,60.96,0.5247313174198951
0.23,60.96,0.5241454930421324
0.24,60.96,0.523598815930325
0.25,60.96,0.523089432614787
0.26,60.96,0.5230175025215439
0.27,60.96,0.5229795593901965
0.28,60.96,0.522974568104238
0.29,60.96,0.5230010476067488
0.3,60.96,0.5230582186956355
0.31,60.96,0.5231448610029135
0.32,60.96,0.5232603013208916
0.33,60.96,0.523403951428382
0.34,60.96,0.5235749175347483
0.35,60.96,0.5237729475451954
0.36,60.96,0.5239973128675698
0.37,60.96,0.5242479313800823
0.38,60.96,0.5245242158164494
0.39,60.96,0.5248262721710734
0.4,60.96,0.5251536439995907
0.41,60.96,0.5255064134237908
0.42,60.96,0.5258847475519655
0.43,60.96,0.5262883981089381
0.44,60.96,0.5267177995762682
0.45,60.96,0.5271728707870708
0.46,60.96,0.52765417799973
0.47,60.96,0.5281617641849496
0.48,60.96,0.5286963607995966
0.49,60.96,0.529258158824576
0.5,60.96,0.5298478858971372
0.51,60.96,0.5304663651449815
0.52,60.96,0.5311140224555274
0.53,60.96,0.5317920218573926
0.54,60.96,0.5325009869032324
0.55,60.96,0.5332422907457559
0.56,60.96,0.5340167975735588
0.57,60.96,0.5348260992124865
0.58,60.96,0.5356713415479702
0.59,60.96,0.5365544105164495
0.6,60.96,0.5374767403845223
0.61,60.96,0.5391673959834001
0.62,60.96,0.5408756294647958
0.63,60.96,0.5426297451537697
0.64,60.96,0.5444322152981399
0.65,60.96,0.5462862817987728
0.66,60.96,0.5481948361065739
0.67,60.96,0.5501618305713768
0.68,60.96,0.5521909320265621
0.69,60.96,0.5542869827929819
0.7,60.96,0.5564548290111067
0.71,60.96,0.557004872161369
0.72,60.96,0.5574545672596893
0.73,60.96,0.557907582561047
0.74,60.96,0.5583640775344982
0.75,60.96,0.558823749475308
0.76,60.96,0.5592867645368639
0.77,60.96,0.5597528897224615
0.78,60.96,0.560221892990301
0.79,60.96,0.5606939863291872
0.8,60.96,0.5611687963714503
0.81,60.96,0.565783379178519
0.82,60.96,0.5704005602808031
0.83,60.96,0.5750205593063442
0.84,60.96,0.5796428882989291
0.85,60.96,0.5842679970185897
0.86,60.96,0.5888955684370232
0.87,60.96,0.5935253867458068
0.88,60.96,0.5981576114139965
0.89,60.96,0.6027920667391592
0.9,60.96,0.60742891410016
0.91,60.96,0.6115594309753931
0.92,60.96,0.6239509806461881
0.93,60.96,0.6390919047974072
0.94,60.96,0.6507864295485575
0.95,60.96,0.6624809542997078
0.96,60.96,0.6741754790508581
0.97,60.96,0.6858700028471039
0.98,60.96,0.6975645275982542
0.99,60.96,0.7092590523494045
1.0,60.96,0.7209535771005547
1.01,60.96,0.732648101851705
1.02,60.96,0.7443426256479508
1.03,60.96,0.7560371503991011
1.04,60.96,0.7677316751502514
1.05,60.96,0.7794261999014017
1.06,60.96,0.778136310092923
1.07,60.96,0.7768694077011028
1.08,60.96,0.7756251050347036
1.09,60.96,0.7744030907948498
1.1,60.96,0.7732032542126165
1.11,60.96,0.7720250051570063
1.12,60.96,0.770868235723808
1.13,60.96,0.7697326336592413
1.14,60.96,0.76861778835436
1.15,60.96,0.767523505008641
1.16,60.96,0.7658737431960965
1.17,60.96,0.7642599822390933
1.18,60.96,0.7627155492604994
1.19,60.96,0.7609839540398708
1.2,60.96,0.7586786865564799
1.21,60.96,0.7564228048253735
1.22,60.96,0.7542141326191366
1.23,60.96,0.7520511984298945
1.24,60.96,0.749932650112838
1.25,60.96,0.7478575757341446
1.26,60.96,0.7458250003362932
1.27,60.96,0.7438342631253514
1.28,60.96,0.7418845667560402
1.29,60.96,0.7399754108583877
1.3,60.96,0.7381062224896782
1.31,60.96,0.7362762950205624
1.32,60.96,0.7344854317407078
1.33,60.96,0.7327329756758005
1.34,60.96,0.7310185763758793
1.35,60.96,0.7293418604732745
1.36,60.96,0.7277023839373815
1.37,60.96,0.7260998411987518
1.38,60.96,0.7245338808525199
1.39,60.96,0.7230041629526744
1.4,60.96,0.7215103590120583
1.41,60.96,0.720052175874982
1.42,60.96,0.7186293356642286
1.43,60.96,0.7172415738712442
1.44,60.96,0.7158885944756257
1.45,60.96,0.7145701625708595
1.46,60.96,0.7132860174680102
1.47,60.96,0.7120359424037503
1.48,60.96,0.7108197024715663
1.49,60.96,0.7096370875924626
1.5,60.96,0.7084878714540661
1.51,60.96,0.7073718267891002
1.52,60.96,0.7062888180011214
1.53,60.96,0.705238610183617
1.54,60.96,0.7042210476871489
1.55,60.96,0.7032359710426611
1.56,60.96,0.7022831854496304
1.57,60.96,0.7013625534018052
1.58,60.96,0.7004738991967523
1.59,60.96,0.6996170929674566
1.6,60.96,0.6987920210802792
1.61,60.96,0.697998516426928
1.62,60.96,0.6972364567796236
1.63,60.96,0.6965057313694413
1.64,60.96,0.6958062284725512
1.65,60.96,0.6951378220415559
1.66,60.96,0.6945004213605257
1.67,60.96,0.6935555786633437
1.68,60.96,0.6919584702863726
1.69,60.96,0.6903823927266859
1.7,60.96,0.6888270566482121
1.71,60.96,0.6872921593462166
1.72,60.96,0.6857774067101053
1.73,60.96,0.6842825676529828
1.74,60.96,0.6828073385152099
1.75,60.96,0.6813515197217405
1.76,60.96,0.679914854403257
1.77,60.96,0.6784970952394874
1.78,60.96,0.677098065573094
1.79,60.96,0.675717507579855
1.8,60.96,0.6743552465122421
1.81,60.96,0.6731200832370628
1.82,60.96,0.6718684278058122
1.83,60.96,0.6706223070011951
1.84,60.96,0.6693815775875329
1.85,60.96,0.6681460476290156
1.86,60.96,0.6669155395134017
1.87,60.96,0.665689937697243
1.88,60.96,0.6644690655232025
1.89,60.96,0.6632527854850285
1.9,60.96,0.6620409638960871
1.91,60.96,0.6608334556108904
1.92,60.96,0.6596301307624229
1.93,60.96,0.6584308785817596
1.94,60.96,0.6572355692018849
1.95,60.96,0.6560440870793509
1.96,60.96,0.6548563319491827
1.97,60.96,0.6536721567560831
1.98,60.96,0.6524915185293485
1.99,60.96,0.6513142683038728
2.0,60.96,0.6501403220480576
0.01,91.44,0.4881456385027677
0.02,91.44,0.5301114212595562
0.03,91.44,0.5391598568641733
0.04,91.44,0.5412441241158261
0.05,91.44,0.5411288944661627
0.06,91.44,0.5401965032276144
0.07,91.44,0.5389525165311475
0.08,91.44,0.537607875040417
0.09,91.44,0.5362573248502941
0.1,91.44,0.5349447030373099
0.11,91.44,0.5336898810237711
0.12,91.44,0.5325009032984264
0.13,91.44,0.5313798103028922
0.14,91.44,0.5303256723967125
0.15,91.44,0.5293360076782383
0.16,91.44,0.5284077221133356
0.17,91.44,0.5275374566011558
0.18,91.44,0.5267219311794737
0.19,91.44,0.5259579774429188
0.2,91.44,0.5252426214955085
0.21,91.44,0.5245731554614521
0.22,91.44,0.5239470898112815
0.23,91.44,0.5233621409666451
0.24,91.44,0.5228162808811325
0.25,91.44,0.5223076588551273
0.26,91.44,0.5222358362636916
0.27,91.44,0.5221979498395581
0.28,91.44,0.5221929660132351
0.29,91.44,0.5222194059412889
0.3,91.44,0.5222764915861686
0.31,91.44,0.5223630044037684
0.32,91.44,0.5224782721925274
0.33,91.44,0.5226217076103727
0.34,91.44,0.5227924182024667
0.35,91.44,0.5229901522507777
0.36,91.44,0.5232141822520566
0.37,91.44,0.5234644262072476
0.38,91.44,0.5237402977277554
0.39,91.44,0.5240419026495703
0.4,91.44,0.5243687852104992
0.41,91.44,0.5247210274095981
0.42,91.44,0.5250987961054101
0.43,91.44,0.5255018433938138
0.44,91.44,0.5259306031070219
0.45,91.44,0.5263849941994561
0.46,91.44,0.5268655820832095
0.47,91.44,0.5273724096647648
0.48,91.44,0.5279062073078034
0.49,91.44,0.5284671657078034
0.5,91.44,0.5290560114145368
0.51,91.44,0.5296735663255149
0.52,91.44,0.5303202556916539
0.53,91.44,0.5309972418018936
0.54,91.44,0.5317051472769703
0.55,91.44,0.5324453432173724
0.56,91.44,0.5332186925201386
0.57,91.44,0.5340267846320801
0.58,91.44,0.5348707637260659
0.59,91.44,0.5357525129199436
0.6,91.44,0.5366734643367542
0.61,91.44,0.5383615931971789
0.62,91.44,0.5400672736694181
0.63,91.44,0.5418187677768199
0.64,91.44,0.5436185440723499
0.65,91.44,0.5454698396117503
0.66,91.44,0.5473755415245618
0.67,91.44,0.5493395962537055
0.68,91.44,0.5513656651523633
0.69,91.44,0.553458583304385
0.7,91.44,0.5556231896075303
0.71,91.44,0.5561724107008466
0.72,91.44,0.5566214337155693
0.73,91.44,0.5570737719711807
0.74,91.44,0.5575295846984051
0.75,91.44,0.5579885696449095
0.76,91.44,0.55845089271576
0.77,91.44,0.5589163212624731
0.78,91.44,0.5593846235900429
0.79,91.44,0.5598560113704502
0.8,91.44,0.5603301117940349
0.81,91.44,0.5649377979606336
0.82,91.44,0.5695480785392132
0.83,91.44,0.574161172829574
0.84,91.44,0.5787765936047689
0.85,91.44,0.583394789952649
0.86,91.44,0.5880154453187207
0.87,91.44,0.5926383442170936
0.88,91.44,0.597263645878492
0.89,91.44,0.6018911748630758
0.9,91.44,0.6065210923085242
0.91,91.44,0.6106454359951866
0.92,91.44,0.6230184661016965
0.93,91.44,0.6381367616612057
0.94,91.44,0.6498138085739366
0.95,91.44,0.6614908554866674
0.96,91.44,0.6731679023993984
0.97,91.44,0.6848449483586518
0.98,91.44,0.6965219952713827
0.99,91.44,0.7081990421841137
1.0,91.44,0.7198760890968445
1.01,91.44,0.7315531360095754
1.02,91.44,0.743230181968829
1.03,91.44,0.7549072288815598
1.04,91.44,0.7665842757942907
1.05,91.44,0.7782613227070216
1.06,91.44,0.776973360679802
1.07,91.44,0.7757083517138174
1.08,91.44,0.7744659086972467
1.09,91.44,0.7732457207964606
1.1,91.44,0.7720476774080817
1.11,91.44,0.7708711892830822
1.12,91.44,0.7697161486785171
1.13,91.44,0.7685822438072794
1.14,91.44,0.7674690646740909
1.15,91.44,0.766376416769564
1.16,91.44,0.7647291205784111
1.17,91.44,0.7631177714383782
1.18,91.44,0.7615756466638904
1.19,91.44,0.7598466393672791
1.2,91.44,0.7575448171793102
1.21,91.44,0.7552923069350517
1.22,91.44,0.7530869356595292
1.23,91.44,0.7509272340440835
1.24,91.44,0.7488118519647285
1.25,91.44,0.746739878850556
1.26,91.44,0.7447103412011497
1.27,91.44,0.7427225792101547
1.28,91.44,0.7407757967239499
1.29,91.44,0.7388694941203822
1.3,91.44,0.7370030993130169
1.31,91.44,0.7351759067285847
1.32,91.44,0.733387719950743
1.33,91.44,0.7316378829870469
1.34,91.44,0.7299260459112937
1.35,91.44,0.7282518359138235
1.36,91.44,0.7266148096276496
1.37,91.44,0.7250146619400069
1.38,91.44,0.7234510419712152
1.39,91.44,0.7219236102833235
1.4,91.44,0.7204320388801093
1.41,91.44,0.7189760350440135
1.42,91.44,0.7175553213131153
1.43,91.44,0.7161696335741775
1.44,91.44,0.7148186762492086
1.45,91.44,0.7135022147827705
1.46,91.44,0.7122199888755356
1.47,91.44,0.710971782088136
1.48,91.44,0.7097573598651336
1.49,91.44,0.7085765124415023
1.5,91.44,0.7074290138431003
1.51,91.44,0.7063146371423088
1.52,91.44,0.7052332469453381
1.53,91.44,0.7041846086967499
1.54,91.44,0.7031685669797297
1.55,91.44,0.702184962563553
1.56,91.44,0.7012336009388321
1.57,91.44,0.7003143448048228
1.58,91.44,0.6994270187216849
1.59,91.44,0.6985714930164934
1.6,91.44,0.6977476542254387
1.61,91.44,0.6969553354899775
1.62,91.44,0.6961944147650034
1.63,91.44,0.6954647814471395
1.64,91.44,0.6947663239795308
1.65,91.44,0.6940989165031616
1.66,91.44,0.6934624684376799
1.67,91.44,0.6925190378378977
1.68,91.44,0.6909243163900874
1.69,91.44,0.6893505943283377
1.7,91.44,0.6877975827489988
1.71,91.44,0.6862649793997381
1.72,91.44,0.6847524906095189
1.73,91.44,0.6832598856368128
1.74,91.44,0.6817868612758095
1.75,91.44,0.6803332182497339
1.76,91.44,0.678898700073168
1.77,91.44,0.6774830597954676
1.78,91.44,0.6760861210233152
1.79,91.44,0.6747076263178154
1.8,91.44,0.6733474011926056
1.81,91.44,0.6721140839081446
1.82,91.44,0.6708642991156629
1.83,91.44,0.6696200406781396
1.84,91.44,0.6683811655739663
1.85,91.44,0.6671474821541873
1.86,91.44,0.6659188130720077
1.87,91.44,0.6646950429566634
1.88,91.44,0.6634759954148369
1.89,91.44,0.6622615331457841
1.9,91.44,0.6610515226626701
1.91,91.44,0.6598458190369313
1.92,91.44,0.6586442925956429
1.93,91.44,0.6574468327354273
1.94,91.44,0.6562533097833593
1.95,91.44,0.6550636083686746
1.96,91.44,0.6538776283762473
1.97,91.44,0.6526952229705589
1.98,91.44,0.651516349245127
1.99,91.44,0.6503408584574787
2.0,91.44,0.6491686667016033
0.01,121.92,0.4874155765914957
0.02,121.92,0.529318596072018
0.03,121.92,0.5383534989977162
0.04,121.92,0.5404346490564387
0.05,121.92,0.5403195917421842
0.06,121.92,0.5393885949713437
0.07,121.92,0.5381464687591947
0.08,121.92,0.5368038382902972
0.09,121.92,0.5354553079589527
0.1,121.92,0.5341446492797425
0.11,121.92,0.5328917039556285
0.12,121.92,0.5317045044441653
0.13,121.92,0.5305850881353215
0.14,121.92,0.5295325267789945
0.15,121.92,0.5285443421854235
0.16,121.92,0.5276174449478566
0.17,121.92,0.5267484809892562
0.18,121.92,0.5259341752528506
0.19,121.92,0.5251713640718796
0.2,121.92,0.5244570779980664
0.21,121.92,0.5237886132054712
0.22,121.92,0.5231634838879216
0.23,121.92,0.5225794098823453
0.24,121.92,0.5220343661754415
